Cereal yield (kg per hectare),Zimbabwe,1625.4,1159.5,695.7,557.5
Cereal yield (kg per hectare),Arab World,1418.081917,1438.392724,2032.094334,2164.854822
Forest area (% of land area),Afghanistan,1.852781994,1.852781994,1.852781994,1.852781994
Forest area (% of land area),Albania,28.78832117,28.07664234,28.64660584,28.8024635
Forest area (% of land area),Algeria,0.69990847,0.662960693,0.811675498,0.821247986
Forest area (% of land area),American Samoa,90.35,88.65,86.85,86.4
Forest area (% of land area),Andorra,34.04255319,34.04255319,34.04255319,34.04255319
Forest area (% of land area),Angola,63.57807011,62.33144301,56.9887511,55.65307612
Forest area (% of land area),Antigua and Barbuda,22.97727273,21.47727273,19.65454545,19.20454545
Forest area (% of land area),Argentina,12.86371493,12.19648554,10.87708144,10.63218706
Forest area (% of land area),Armenia,0,11.68387777,11.59620653,11.57428872
Forest area (% of land area),Aruba,2.333333333,2.333333333,2.333333333,2.333333333
Forest area (% of land area),Australia,17.42735899,17.15815576,17.04768884,17.3248246
Forest area (% of land area),Austria,45.75460494,46.51163354,46.9025206,47.03332525
Forest area (% of land area),Azerbaijan,0,11.95109255,12.71082654,13.03953401
Forest area (% of land area),"Bahamas, The",50.93506494,50.93506494,50.93506494,50.93506494
Forest area (% of land area),Bahrain,0.31884058,0.521126761,0.716883117,0.771208226
Forest area (% of land area),Bangladesh,14.75247753,14.75246293,14.49155105,14.46877161
Forest area (% of land area),Barbados,14.65116279,14.65116279,14.65116279,14.65116279
Forest area (% of land area),Belarus,0,40.78423253,42.54037723,42.53416626
Forest area (% of land area),Belgium,0,22.03764861,22.77549538,22.76420079
Forest area (% of land area),Belize,70.1459886,63.97632617,59.97220517,58.43182815
Forest area (% of land area),Benin,42.88001064,36.67213551,31.35109968,30.02084072
Forest area (% of land area),Bermuda,18.51851852,18.51851852,18.51851852,18.51851852
Forest area (% of land area),Bhutan,53.65066455,65.47738693,71.0771047,71.23278327
Forest area (% of land area),Bolivia,53.35984492,50.8643866,48.61302871,48.0266039
Forest area (% of land area),Bosnia and Herzegovina,0,41.24316406,41.51945313,42.19726563
Forest area (% of land area),Botswana,33.17929173,31.09187797,28.58698146,27.96075733
Forest area (% of land area),Brazil,70.45802056,65.9343586,60.83917474,60.28671451
Forest area (% of land area),British Virgin Islands,24.73333333,24.46666667,24.21333333,24.13333333
Forest area (% of land area),Brunei Darussalam,78.36812144,75.33206831,72.10626186,72.10626186
Forest area (% of land area),Bulgaria,30.07321703,30.50709572,34.7770818,35.30766396
Forest area (% of land area),Burkina Faso,28.20394737,26.37609649,24.18296784,23.63450292
Forest area (% of land area),Burundi,10.76635514,7.552180685,8.887071651,10.8894081
Forest area (% of land area),Cabo Verde,3.816377171,9.856079404,10.74937965,10.97270471
Forest area (% of land area),Cambodia,62.34302062,61.07523227,56.04048266,50.11794697
Forest area (% of land area),Cameroon,47.597893,45.68866747,43.97723763,43.62184003
Forest area (% of land area),Canada,38.84551156,38.79298183,38.73025757,38.71643807
Forest area (% of land area),Cayman Islands,54.70833333,53.875,53,53
Forest area (% of land area),Central African Republic,37.24517641,36.76362002,36.18575235,36.04128543
Forest area (% of land area),Chad,5.344663278,5.045266836,4.188373571,3.883418043
Forest area (% of land area),Channel Islands,4.191919192,4.191919192,5.151515152,5.151515152
Forest area (% of land area),Chile,20.50490093,21.27287057,22.96281532,23.66553154
Forest area (% of land area),China,16.73800655,18.85347276,21.78092589,22.39982144
Forest area (% of land area),Colombia,58.54721947,56.54393871,54.56380171,54.19978369
Forest area (% of land area),Comoros,24.75013434,22.39656099,19.57227297,18.86620097
Forest area (% of land area),"Congo, Dem. Rep.",66.44273395,63.47411835,59.53386471,58.07640767
Forest area (% of land area),"Congo, Rep.",65.34407028,64.99267936,64.57101025,64.46559297
Forest area (% of land area),Costa Rica,56.9408539,55.95808852,56.8729338,57.83450842
Forest area (% of land area),Cote d'Ivoire,24.68823899,16.02028302,11.76040252,10.69544025
Forest area (% of land area),Croatia,0,33.71369295,34.32206418,34.34350654
Forest area (% of land area),Cuba,19.16201117,22.67225326,28.43720991,30.58597502
Forest area (% of land area),Curacao,0,0,0.157657658,0.157657658
Forest area (% of land area),Cyprus,17.43614719,18.57251082,18.7,18.69155844
Forest area (% of land area),Czechia,0,34.13083991,34.46567396,34.5601606
Forest area (% of land area),Denmark,13.286,14.29,15.04415,15.617
Forest area (% of land area),Djibouti,0.241587575,0.241587575,0.241587575,0.241587575
Forest area (% of land area),Dominica,67.08,63.82666667,63.82666667,63.82666667
Forest area (% of land area),Dominican Republic,33.01366177,40.8294349,43.16563858,43.54481474
Forest area (% of land area),Ecuador,52.85439243,55.28466742,52.12025286,51.61531648
Forest area (% of land area),"Egypt, Arab Rep.",0.044010247,0.059480637,0.059020543,0.048641318
Forest area (% of land area),El Salvador,34.69498069,32.52316602,29.91698842,29.26544402
Forest area (% of land area),Equatorial Guinea,96.22638146,93.24705882,89.67180036,88.77789661
Forest area (% of land area),Eritrea,0,11.07386139,8.924026107,8.845245978
Forest area (% of land area),Estonia,0,52.81646615,55.90979004,55.69381182
Forest area (% of land area),Eswatini,26.81046512,27.51627907,28.36383721,28.5755814
Forest area (% of land area),Ethiopia,18.5363851,18.5285,15.64130888,15.44784411
Forest area (% of land area),Faroe Islands,0.05730659,0.05730659,0.05730659,0.05730659
Forest area (% of land area),Fiji,51.43349754,55.08866995,59.47411056,60.57033388
Forest area (% of land area),Finland,71.81893693,73.69132276,73.41077364,73.73564542
Forest area (% of land area),France,26.36394517,27.91987099,30.29054509,30.74748382
Forest area (% of land area),French Polynesia,39.46174863,42.79746471,43.05963699,43.05963699
Forest area (% of land area),Gabon,92.21725463,91.97811154,91.68954865,91.55120891
Forest area (% of land area),"Gambia, The",40.9743083,35.30928854,28.51146245,26.81225296
Forest area (% of land area),Georgia,0,39.72657936,40.61591596,40.61591596
Forest area (% of land area),Germany,32.36616733,32.53761284,32.74516555,32.73232815
Forest area (% of land area),Ghana,43.61545223,38.88815153,34.79798717,34.63320735
Forest area (% of land area),Gibraltar,0,0,0,0
Forest area (% of land area),Greece,25.59,27.93040807,30.27,30.27
Forest area (% of land area),Greenland,0.00064384,0.000535997,0.000535997,0.000535997
Forest area (% of land area),Grenada,52.05882353,52.05882353,52.05882353,52.05882353
Forest area (% of land area),Guam,44.44444444,44.44444444,45.18518519,46.2962963
Forest area (% of land area),Guatemala,44.61739455,39.27958193,34.22807018,33.46211273
Forest area (% of land area),Guinea,29.61093928,28.19876282,26.44066417,26.00113951
Forest area (% of land area),Guinea-Bissau,79.42140825,76.41820768,72.81443812,71.91358464
Forest area (% of land area),Guyana,94.499111,94.30642621,93.96205232,93.78389637
Forest area (% of land area),Haiti,13.89404935,13.8116836,13.50391872,13.16582003
Forest area (% of land area),Honduras,62.45222987,60.57976584,58.36816516,57.76950576
Forest area (% of land area),"Hong Kong SAR, China",0,0,0,0
Forest area (% of land area),Hungary,20.18359853,21.43684445,22.66830885,22.58185404
Forest area (% of land area),Iceland,0.170274314,0.29755611,0.459511222,0.480399002
Forest area (% of land area),India,21.50484833,22.733495,23.55342242,23.82222461
Forest area (% of land area),Indonesia,65.43771425,53.94352867,52.09357668,50.61354905
Forest area (% of land area),"Iran, Islamic Rep.",5.572374076,5.72561949,6.564490778,6.564490778
Forest area (% of land area),Iraq,1.838260512,1.870270023,1.89952109,1.900361184
Forest area (% of land area),Ireland,6.701117724,9.150239512,10.65606039,10.95471041
Forest area (% of land area),Isle of Man,6.070175439,6.070175439,6.070175439,6.070175439
Forest area (% of land area),Israel,6.099815157,7.070240296,7.319778189,7.624768946
Forest area (% of land area),Italy,25.80582095,28.30145612,30.89313468,31.43900608
Forest area (% of land area),Jamaica,48.13296399,48.10710988,52.26722068,53.32040628
Forest area (% of land area),Japan,68.43115743,68.24691358,68.4696845,68.43347051
Forest area (% of land area),Jordan,1.10494107,1.10494107,1.09822032,1.09822032
Forest area (% of land area),Kazakhstan,0,1.169361707,1.175201022,1.225490314
Forest area (% of land area),Kenya,6.779597287,6.959957128,6.28802755,6.189004463
Forest area (% of land area),Kiribati,1.456790123,1.456790123,1.456790123,1.456790123
Forest area (% of land area),"Korea, Dem. People's Rep.",57.40411926,53.60592974,51.49015862,50.96121585
Forest area (% of land area),"Korea, Rep.",67.91416131,67.13663695,65.43006885,65.03155626
Forest area (% of land area),Kosovo,0,0,0,0
Forest area (% of land area),Kuwait,0.193602694,0.272166105,0.350729517,0.350729517
Forest area (% of land area),Kyrgyz Republic,0,6.156934307,6.457413973,6.526642336
Forest area (% of land area),Lao PDR,77.30935875,75.4982669,73.10008666,72.65164645
Forest area (% of land area),Latvia,0,52.08350073,54.31481511,54.50110081
Forest area (% of land area),Lebanon,13.65591398,13.50733138,13.5427175,13.71749756
Forest area (% of land area),Lesotho,1.137022398,1.137022398,1.137022398,1.137022398
Forest area (% of land area),Liberia,88.5095515,85.3679402,81.59800664,80.65552326
Forest area (% of land area),Libya,0.123327688,0.123327688,0.123327688,0.123327688
Forest area (% of land area),Liechtenstein,40.625,41.875,41.871875,41.875
Forest area (% of land area),Lithuania,0,32.22718571,34.73210582,34.90822027
Forest area (% of land area),Luxembourg,0,33.67696527,34.45382721,34.45382721
Forest area (% of land area),"Macao SAR, China",0,0,0,0
Forest area (% of land area),Madagascar,23.54687554,22.40717749,21.54632474,21.47798212
Forest area (% of land area),Malawi,37.14149342,32.68667798,27.34089945,26.00445482
Forest area (% of land area),Malaysia,62.75604931,59.9341044,58.29943083,59.2427941
Forest area (% of land area),Maldives,2.733333333,2.733333333,2.733333333,2.733333333
Forest area (% of land area),Mali,10.89666363,10.89666363,10.89666363,10.89666363
Forest area (% of land area),Malta,1.09375,1.09375,1.09375,1.09375
Forest area (% of land area),Marshall Islands,0,52.22222222,52.22222222,52.22222222
Forest area (% of land area),Mauritania,0.461860871,0.409081207,0.34574561,0.32991171
Forest area (% of land area),Mauritius,20.23152709,20.65517241,19.20580871,19.17876815
Forest area (% of land area),Mexico,36.31351115,35.17649631,34.3107333,34.12171609
Forest area (% of land area),"Micronesia, Fed. Sts.",0,91.22857143,91.69428571,91.81428571
Forest area (% of land area),Moldova,0,10.47445255,11.54169203,11.75182482
Forest area (% of land area),Monaco,0,0,0,0
Forest area (% of land area),Mongolia,9.274680548,9.217747761,9.10685778,9.104691498
Forest area (% of land area),Montenegro,0,0,61.48698885,61.48698885
Forest area (% of land area),Morocco,12.29058929,12.338203,12.72376877,12.73737396
Forest area (% of land area),Mozambique,55.16162669,52.37671355,49.03390727,48.24639487
Forest area (% of land area),Myanmar,60.00930318,53.35267925,47.25036515,45.92460342
Forest area (% of land area),Namibia,10.65137436,9.788876338,8.753870447,8.495123225
Forest area (% of land area),Nauru,0,0,0,0
Forest area (% of land area),Nepal,39.66433566,40.32619463,41.59072201,41.59072201
Forest area (% of land area),Netherlands,10.22896919,10.64869668,10.97330961,10.83546184
Forest area (% of land area),New Caledonia,45.4666302,45.83424508,45.88730853,45.87089716
Forest area (% of land area),New Zealand,35.59405264,37.41004899,37.39894421,37.3955034
Forest area (% of land area),Nicaragua,53.1769985,44.86720957,33.86988532,32.47074954
Forest area (% of land area),Niger,1.535485908,1.048472409,0.930812347,0.901397332
Forest area (% of land area),Nigeria,29.1249053,27.33186205,25.18019698,24.64228071
Forest area (% of land area),North Macedonia,0,37.65434526,38.62085646,39.42902458
Forest area (% of land area),Northern Mariana Islands,0,69.47826087,65.19130435,64.10869565
Forest area (% of land area),Norway,33.21615139,33.16413138,33.1767257,33.24564399
Forest area (% of land area),Oman,0.009693053,0.009693053,0.009693053,0.009693053
Forest area (% of land area),Pakistan,6.468957555,5.852091117,5.226855023,5.101442507
Forest area (% of land area),Palau,0,86.04347826,88.54782609,89.10869565
Forest area (% of land area),Panama,61.97740113,59.75437181,57.91172989,57.62155963
Forest area (% of land area),Papua New Guinea,80.37733516,80.10856843,79.7533443,79.54869253
